cat__Neighborhood_Blmngtn,cat__Neighborhood_Blueste,cat__Neighborhood_BrDale,cat__Neighborhood_BrkSide,cat__Neighborhood_ClearCr,cat__Neighborhood_CollgCr,cat__Neighborhood_Crawfor,cat__Neighborhood_Edwards,cat__Neighborhood_Gilbert,cat__Neighborhood_IDOTRR,cat__Neighborhood_MeadowV,cat__Neighborhood_Mitchel,cat__Neighborhood_NAmes,cat__Neighborhood_NPkVill,cat__Neighborhood_NWAmes,cat__Neighborhood_NoRidge,cat__Neighborhood_NridgHt,cat__Neighborhood_OldTown,cat__Neighborhood_SWISU,cat__Neighborhood_Sawyer,cat__Neighborhood_SawyerW,cat__Neighborhood_Somerst,cat__Neighborhood_StoneBr,cat__Neighborhood_Timber,cat__Neighborhood_Veenker,cat__MSZoning_C (all),cat__MSZoning_FV,cat__MSZoning_RH,cat__MSZoning_RL,cat__MSZoning_RM,Id,LotArea,GrLivArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GarageArea,WoodDeckSF,YearBuilt,OverallQual,OverallCond,ExterQual,KitchenQual,remainder__GarageQual,remainder__BsmtQual,remainder__YearRemodAdd,remainder__GarageYrBlt,remainder__Fireplaces,remainder__FullBath,remainder__FullBath,remainder__BedroomAbvGr,remainder__KitchenAbvGr,SalePrice,remainder__GarageCars,remainder__BsmtFinSF1,TotalBsmtSF,remainder__TotRmsAbvGrd,GarageArea
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,11200,1040,1040,1040,0,384,0,1965,5,5,3,3,3,3,1965,1965.0,0,1,1,3,1,129500,1,906,1040,5,384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,11924,2324,1175,1182,1142,736,147,2005,9,5,5,5,3,5,2006,2005.0,2,3,3,4,1,345000,3,998,1175,11,736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,12968,912,912,912,0,352,140,1962,5,6,3,3,3,3,1962,1962.0,0,1,1,2,1,144000,1,737,912,4,352
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,10652,1494,1494,1494,0,840,160,2006,7,5,4,4,3,4,2007,2006.0,1,2,2,3,1,279500,3,0,1494,7,840
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,10920,1253,1253,1253,0,352,0,1960,6,5,3,3,3,3,1960,1960.0,1,1,1,2,1,157000,1,733,1253,5,352
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,6120,854,832,854,0,576,48,1929,7,8,3,3,3,3,2001,1991.0,0,1,1,2,1,132000,2,0,832,5,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,11241,1004,1004,1004,0,480,0,1970,6,7,3,3,3,3,1970,1970.0,1,1,1,2,1,149000,2,578,1004,5,480
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,13695,1114,1114,1114,0,576,0,2004,5,5,3,4,3,3,2004,2004.0,0,1,1,3,1,159000,2,646,1114,6,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,7560,1339,1029,1339,0,294,0,1958,5,6,3,3,3,3,1965,1958.0,0,1,1,3,1,139000,1,504,1029,6,294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,14215,2376,1158,1158,1218,853,240,2005,8,5,4,4,3,5,2006,2005.0,1,3,3,4,1,325300,3,0,1158,9,853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,7449,1108,637,1108,0,280,0,1930,7,7,3,4,3,3,1950,1930.0,1,1,1,3,1,139400,1,0,637,6,280
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,9742,1795,1777,1795,0,534,171,2002,8,5,4,4,3,4,2002,2002.0,1,2,2,3,1,230000,2,0,1777,7,534
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,4224,1060,1040,1060,0,572,100,1976,5,7,3,3,3,4,1976,1976.0,1,1,1,3,1,129900,2,840,1040,6,572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,8246,1060,1060,1060,0,270,406,1968,5,8,3,4,3,3,2001,1968.0,1,1,1,3,1,154000,1,188,1060,6,270
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,14230,1600,1566,1600,0,890,0,2007,8,5,4,4,3,4,2007,2007.0,1,2,2,3,1,256300,3,0,1566,7,890
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,7200,900,900,900,0,576,222,1951,5,7,3,4,3,3,2000,2005.0,0,1,1,3,1,134800,2,234,900,5,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,11478,1704,1704,1704,0,772,0,2007,8,5,4,4,3,5,2008,2008.0,1,2,2,3,1,306000,3,1218,1704,7,772
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29,16321,1600,1484,1600,0,319,288,1957,5,6,3,3,3,3,1997,1957.0,2,1,1,2,1,207500,1,1277,1484,6,319
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,6324,520,520,520,0,240,49,1927,4,6,3,2,2,3,1950,1920.0,0,1,1,1,1,68500,1,0,520,4,240
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31,8500,1317,649,649,668,250,0,1920,4,4,3,3,3,3,1950,1920.0,0,1,1,3,1,40000,1,0,649,6,250
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,8544,1228,1228,1228,0,271,0,1966,5,6,3,4,3,3,2006,1966.0,0,1,1,3,1,149350,1,0,1228,6,271
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,11049,1234,1234,1234,0,484,0,2007,8,5,4,4,3,5,2007,2007.0,0,2,2,3,1,179900,2,0,1234,7,484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,10552,1700,1398,1700,0,447,0,1959,5,5,3,4,3,3,1959,1959.0,1,1,1,4,1,165500,2,1018,1398,6,447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35,7313,1561,1561,1561,0,556,203,2005,9,5,5,5,3,5,2005,2005.0,1,2,2,2,1,277500,2,1153,1561,6,556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36,13418,2452,1117,1132,1320,691,113,2004,8,5,4,4,3,5,2005,2004.0,1,3,3,4,1,309000,3,0,1117,9,691
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37,10859,1097,1097,1097,0,672,392,1994,5,5,3,3,3,4,1995,1995.0,0,1,1,3,1,145000,2,0,1097,6,672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,8532,1297,1297,1297,0,498,0,1954,5,6,3,3,3,3,1990,1954.0,1,1,1,3,1,153000,2,1213,1297,5,498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39,7922,1057,1057,1057,0,246,0,1953,5,7,3,4,3,3,2007,1953.0,0,1,1,3,1,109000,1,731,1057,5,246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41,8658,1324,1088,1324,0,440,0,1965,6,5,3,3,3,3,1965,1965.0,1,2,2,3,1,160000,2,643,1088,6,440
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42,16905,1328,1350,1328,0,308,0,1959,5,6,3,3,3,3,1959,1959.0,2,1,1,2,1,170000,1,967,1350,5,308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,9180,884,840,884,0,504,240,1983,5,7,3,4,3,4,1983,1983.0,0,1,1,2,1,144000,2,747,840,5,504
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44,9200,938,938,938,0,308,145,1975,5,6,3,3,3,4,1980,1977.0,0,1,1,3,1,130250,1,280,938,5,308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45,7945,1150,1150,1150,0,300,0,1959,5,6,3,3,3,3,1959,1959.0,0,1,1,3,1,141000,1,179,1150,6,300
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46,7658,1752,1752,1752,0,576,196,2005,9,5,5,5,3,5,2005,2005.0,1,2,2,2,1,319900,2,456,1752,6,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,12822,2149,1434,1518,631,670,168,2003,7,5,4,4,3,5,2003,2003.0,1,1,1,1,1,239686,2,1351,1434,6,670
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,11096,1656,1656,1656,0,826,0,2006,8,5,4,4,3,4,2006,2006.0,0,2,2,3,1,249700,3,24,1656,7,826
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50,7742,955,955,955,0,386,0,1966,5,7,3,3,3,3,1966,1966.0,0,1,1,3,1,127000,1,763,955,6,386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51,13869,1470,794,794,676,388,0,1997,6,6,3,3,3,4,1997,1997.0,0,2,2,3,1,177000,2,182,794,6,388
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52,6240,1176,816,816,0,528,112,1934,6,6,3,3,3,3,1950,1985.0,1,1,1,3,1,114500,2,0,816,6,528
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53,8472,816,816,816,0,516,106,1963,5,5,2,3,3,4,1963,1963.0,0,1,1,2,1,110000,2,104,816,5,516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,54,50271,1842,1842,1842,0,894,857,1981,9,5,4,4,3,5,1987,1981.0,1,0,0,0,1,385000,3,1810,1842,5,894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55,7134,1360,384,1360,0,572,0,1955,5,5,3,3,3,3,1955,1962.0,1,1,1,3,1,130000,2,384,384,6,572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,10175,1425,1425,1425,0,576,0,1964,6,5,3,3,3,3,1964,1964.0,1,2,2,3,1,180500,2,490,1425,7,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,2645,1739,970,983,756,480,115,1999,8,5,4,4,3,4,2000,1999.0,0,2,2,3,1,172500,2,649,970,7,480
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,11645,1720,860,860,860,565,0,2004,7,5,4,4,3,4,2004,2004.0,0,2,2,3,1,196500,2,0,860,7,565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,13682,2945,1410,1426,1519,641,192,2006,10,5,5,4,3,5,2006,2006.0,1,3,3,3,1,438780,3,0,1410,10,641
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60,7200,780,780,780,0,352,196,1972,5,7,3,3,3,3,1972,1973.0,0,1,1,2,1,124900,1,632,780,4,352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61,13072,1158,1158,1158,0,576,0,2004,6,5,3,4,3,4,2004,2006.0,0,1,1,3,1,158000,2,941,1158,5,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62,7200,1111,530,581,530,288,0,1920,5,7,3,2,3,3,1996,1935.0,0,1,1,3,1,101000,1,0,530,6,288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63,6442,1370,1370,1370,0,484,120,2006,8,5,4,4,3,4,2006,2006.0,1,2,2,2,1,202500,2,24,1370,6,484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64,10300,1710,576,902,808,480,12,1921,7,6,3,3,3,3,1950,1990.0,0,2,2,3,1,140000,2,0,576,9,480
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65,9375,2034,1057,1057,977,645,576,1997,7,5,3,4,3,4,1998,1998.0,0,2,2,3,1,219500,2,739,1057,8,645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,9591,2473,1143,1143,1330,852,192,2004,8,5,4,4,3,5,2005,2004.0,1,2,2,4,1,317000,3,0,1143,9,852
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,19900,2207,1947,2207,0,576,301,1970,7,5,3,3,3,4,1989,1970.0,1,2,2,3,1,180000,2,912,1947,7,576
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68,10665,1479,1453,1479,0,558,144,2003,7,5,4,4,3,4,2003,2003.0,0,2,2,3,1,226000,2,1013,1453,7,558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,4608,747,747,747,0,220,0,1945,4,6,3,3,3,3,1950,1945.0,0,1,1,2,1,80000,1,0,747,4,220
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70,15593,2287,1304,1304,983,667,0,1953,7,4,4,3,3,3,1953,1953.0,1,2,2,3,1,225000,2,603,1304,7,667
